porta_ad: .word 16, 16
.byte 199,199,199,199,199,91,91,173,91,173,173,199,199,199,199,199,
199,199,199,199,199,199,199,173,91,199,199,199,199,199,199,199,
199,199,199,199,199,91,91,173,91,173,173,199,199,199,199,199,
199,199,199,199,199,199,199,173,91,199,199,199,199,199,199,199,
199,199,199,199,199,91,91,173,91,173,173,199,199,199,199,199,
199,199,199,199,199,199,199,173,91,199,199,199,199,199,199,199,
199,199,199,199,199,91,91,173,91,173,173,199,199,199,199,199,
199,199,199,199,199,199,199,173,91,199,199,199,199,199,199,199,
199,199,199,199,199,91,91,173,91,173,173,199,199,199,199,199,
199,199,199,199,199,199,199,173,91,199,199,199,199,199,199,199,
199,199,199,199,199,91,91,173,91,173,173,199,199,199,199,199,
199,199,199,199,199,199,199,173,91,199,199,199,199,199,199,199,
199,199,199,199,199,91,91,173,91,173,173,199,199,199,199,199,
199,199,199,199,199,199,199,173,91,199,199,199,199,199,199,199,
199,199,199,199,199,91,91,173,91,173,173,199,199,199,199,199,
199,199,199,199,199,199,199,173,91,199,199,199,199,199,199,199,


